timestep            	T              	T_{ave}             	T_{var}           	K/N            	K_{ave}/N           	K_{var}           	U/N            	U_{ave}/N           	U_{var}           	E/N            	E_{ave}/N           	E_{var}           	P              	P_{ave}             	P_{var}
100001	1.01418	1.01418	0	1.51532	1.51532	0	-4.6851	-4.6851	0	-3.16978	-3.16978	0	0.272532	0.272532	0
100201	0.96152	0.989622	0.000363268	1.43665	1.47863	53.1484	-4.60641	-4.64838	53.1615	-3.16976	-3.16975	1.01208e-05	0.531194	0.413854	0.00984488
100401	0.95467	0.999139	0.000553584	1.42641	1.49285	80.9928	-4.59641	-4.66269	81.2424	-3.17	-3.16984	0.000716034	0.529139	0.339048	0.0194958
100601	0.994089	0.993223	0.000577708	1.48531	1.48402	84.5222	-4.65515	-4.65388	84.6348	-3.16984	-3.16986	0.000600237	0.214721	0.351453	0.0166583
100801	1.01568	0.991436	0.00067731	1.51756	1.48134	99.0947	-4.68756	-4.65121	99.1273	-3.17	-3.16987	0.000505413	0.138208	0.333505	0.0226504
101001	1.00405	0.99428	0.000688059	1.50019	1.48559	100.667	-4.67002	-4.65547	100.714	-3.16983	-3.16988	0.000455779	0.216897	0.309052	0.0235286
101201	0.99024	0.993906	0.000704543	1.47956	1.48504	103.079	-4.64948	-4.65491	103.106	-3.16993	-3.16988	0.000387286	0.451963	0.317057	0.0256524
101401	0.976749	0.993989	0.000694664	1.4594	1.48516	101.634	-4.62913	-4.65503	101.697	-3.16973	-3.16987	0.000415492	0.484179	0.334131	0.0257629
101601	1.00063	0.991457	0.000695406	1.49508	1.48138	101.742	-4.6647	-4.65122	101.865	-3.16963	-3.16985	0.000574351	0.294147	0.349019	0.0253699
101801	0.984715	0.993332	0.000725138	1.4713	1.48418	106.092	-4.64083	-4.65399	106.116	-3.16953	-3.16981	0.0010608	0.470815	0.343291	0.0253153
102001	0.990014	0.994711	0.000696593	1.47922	1.48624	101.916	-4.64892	-4.65603	101.89	-3.1697	-3.16979	0.00120925	0.284974	0.337451	0.0243319
102201	1.0269	0.997311	0.000732763	1.53434	1.49012	107.208	-4.70447	-4.65993	107.243	-3.17014	-3.1698	0.00126345	0.194698	0.318742	0.0264057
102401	1.00146	0.996448	0.000748328	1.49632	1.48883	109.485	-4.66685	-4.65868	109.396	-3.17053	-3.16985	0.00284402	0.560265	0.34359	0.0349971
102601	0.941935	0.99569	0.000813496	1.40738	1.4877	119.019	-4.57786	-4.6576	118.876	-3.17047	-3.1699	0.00460332	0.637987	0.358628	0.0366107
102801	0.97611	0.995276	0.000797652	1.45845	1.48708	116.702	-4.62874	-4.65701	116.528	-3.1703	-3.16993	0.00514533	0.366455	0.356434	0.035286
103001	0.957307	0.994975	0.00076282	1.43035	1.48663	111.605	-4.60039	-4.65658	111.437	-3.17004	-3.16995	0.00511393	0.566612	0.35413	0.0337787
103201	0.986569	0.994551	0.000851319	1.47407	1.486	124.553	-4.64402	-4.65595	124.387	-3.16994	-3.16995	0.00481298	0.473917	0.356322	0.035118
103401	0.985014	0.992899	0.000932402	1.47175	1.48353	136.416	-4.64178	-4.65348	136.274	-3.17003	-3.16995	0.00453698	0.389201	0.365132	0.037482
103601	0.989076	0.992284	0.000910983	1.47782	1.48261	133.282	-4.6477	-4.65257	133.147	-3.16988	-3.16995	0.0042946	0.48658	0.371326	0.0366223
103801	0.943264	0.991082	0.000927281	1.40937	1.48082	135.667	-4.57907	-4.65076	135.598	-3.1697	-3.16994	0.00423337	0.448765	0.376222	0.03564
104001	0.959156	0.989722	0.000933882	1.43311	1.47878	136.633	-4.60297	-4.64872	136.603	-3.16986	-3.16993	0.00411518	0.440376	0.373734	0.0346935
104201	1.01488	0.990175	0.000930692	1.51638	1.47946	136.166	-4.686	-4.64939	136.109	-3.16963	-3.16993	0.00403958	0.155487	0.368018	0.0349438
104401	0.991516	0.990328	0.000892679	1.48146	1.47969	130.604	-4.65111	-4.6496	130.541	-3.16964	-3.16991	0.00412782	0.410187	0.369194	0.0338622
104601	1.02546	0.990413	0.000863114	1.53218	1.47982	126.279	-4.70193	-4.64972	126.217	-3.16975	-3.1699	0.00405991	0.0702383	0.366125	0.0330116
104801	0.990468	0.990354	0.00085791	1.4799	1.47973	125.518	-4.64954	-4.64962	125.466	-3.16964	-3.1699	0.00398427	0.316367	0.361302	0.0328761
105001	0.968913	0.990282	0.000834405	1.44769	1.47962	122.079	-4.61754	-4.64951	122.035	-3.16985	-3.16989	0.00392963	0.432059	0.360854	0.031885
105201	1.03623	0.991104	0.000832069	1.54828	1.48085	121.737	-4.71828	-4.65074	121.706	-3.17	-3.16989	0.00379773	0.142438	0.356892	0.0313457
105401	1.01132	0.991894	0.000821301	1.51105	1.48203	120.162	-4.68101	-4.65192	120.141	-3.16996	-3.16989	0.00366413	0.403534	0.354781	0.0306293
105601	0.996593	0.991879	0.00080796	1.48905	1.48201	118.21	-4.65928	-4.65191	118.194	-3.17023	-3.1699	0.0036466	0.381001	0.358339	0.0303961
