time-step	lambda
0	-0.999988
1	-0.999951
2	-0.999889
3	-0.999803
4	-0.999692
5	-0.999557
6	-0.999397
7	-0.999213
8	-0.999004
9	-0.99877
10	-0.998512
11	-0.998229
12	-0.997922
13	-0.997591
14	-0.997235
15	-0.996854
16	-0.996449
17	-0.99602
18	-0.995566
19	-0.995088
20	-0.994585
21	-0.994059
22	-0.993507
23	-0.992932
24	-0.992333
25	-0.991709
26	-0.991061
27	-0.99039
28	-0.989694
29	-0.988974
30	-0.98823
31	-0.987462
32	-0.986671
33	-0.985856
34	-0.985017
35	-0.984154
36	-0.983268
37	-0.982358
38	-0.981425
39	-0.980468
40	-0.979488
41	-0.978485
42	-0.977458
43	-0.976409
44	-0.975336
45	-0.974241
46	-0.973123
47	-0.971982
48	-0.970818
49	-0.969632
50	-0.968424
51	-0.967193
52	-0.96594
53	-0.964665
54	-0.963368
55	-0.96205
56	-0.96071
57	-0.959348
58	-0.957965
59	-0.95656
60	-0.955135
61	-0.953689
62	-0.952221
63	-0.950734
64	-0.949226
65	-0.947698
66	-0.946149
67	-0.944581
68	-0.942994
69	-0.941386
70	-0.93976
71	-0.938115
72	-0.936451
73	-0.934768
74	-0.933067
75	-0.931348
76	-0.929612
77	-0.927858
78	-0.926086
79	-0.924298
80	-0.922492
81	-0.920671
82	-0.918833
83	-0.916979
84	-0.91511
85	-0.913226
86	-0.911327
87	-0.909413
88	-0.907485
89	-0.905544
90	-0.903589
91	-0.90162
92	-0.899639
93	-0.897646
94	-0.89564
95	-0.893623
96	-0.891595
97	-0.889555
98	-0.887506
99	-0.885446
100	-0.883377
101	-0.881299
102	-0.879212
103	-0.877117
104	-0.875014
105	-0.872903
106	-0.870786
107	-0.868662
108	-0.866532
109	-0.864397
110	-0.862256
111	-0.860111
112	-0.857962
113	-0.855809
114	-0.853653
115	-0.851494
116	-0.849333
117	-0.84717
118	-0.845006
119	-0.842841
120	-0.840675
121	-0.83851
122	-0.836345
123	-0.834181
124	-0.832018
125	-0.829858
126	-0.8277
127	-0.825544
128	-0.823392
129	-0.821244
130	-0.819099
131	-0.816959
132	-0.814824
133	-0.812694
134	-0.81057
135	-0.808452
136	-0.80634
137	-0.804235
138	-0.802136
139	-0.800046
140	-0.797963
141	-0.795888
142	-0.793821
143	-0.791763
144	-0.789714
145	-0.787674
146	-0.785643
147	-0.783622
148	-0.781611
149	-0.77961
