Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	1.6632e-54
0.075	4.29221e-41
0.15	1.09087e-36
0.225	2.22504e-80
0.3	1.86865e-263
0.375	1.88979e-81
0.45	3.839e-47
0.525	7.49014e-81
0.6	1.75097e-71
0.675	6.13726e-57
0.75	1.38507e-47
0.825	5.2208e-38
0.9	0.0186642
0.975	1.24496
1.05	3.5675
1.125	2.97625
1.2	1.7706
1.275	1.09563
1.35	0.763858
1.425	0.620895
1.5	0.568931
1.575	0.590941
1.65	0.680729
1.725	0.851415
1.8	1.06792
1.875	1.25164
1.95	1.33086
2.025	1.36493
2.1	1.35942
2.175	1.2642
2.25	1.10663
2.325	0.956978
2.4	0.854519
2.475	0.812405
2.55	0.828961
2.625	0.888183
2.7	0.977243
2.775	1.06899
2.85	1.12639
2.925	1.14875
3	1.12136
3.075	1.08348
3.15	1.03766
3.225	0.994623
#3.3	0.952943
#3.375	0.921179
#3.45	0.65374
