Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	8.23265e-79
0.075	1.67212e-75
0.15	1.07182e-89
0.225	2.38689e-263
0.3	2.81745e-81
0.375	4.53263e-42
0.45	1.36978e-268
0.525	3.63965e-76
0.6	2.63782e-47
0.675	1.74582e-71
0.75	6.75531e-62
0.825	7.03969e-67
0.9	0.0422302
0.975	1.23535
1.05	2.85294
1.125	2.5183
1.2	1.70276
1.275	1.17127
1.35	0.869091
1.425	0.72271
1.5	0.654175
1.575	0.653005
1.65	0.698433
1.725	0.797124
1.8	0.931711
1.875	1.07328
1.95	1.17771
2.025	1.2482
2.1	1.26063
2.175	1.20559
2.25	1.10371
2.325	1.00079
2.4	0.924077
2.475	0.882045
2.55	0.870947
2.625	0.892128
2.7	0.937115
2.775	0.987999
2.85	1.03602
2.925	1.06504
3	1.07896
3.075	1.06911
3.15	1.05133
3.225	1.02279
3.3	0.996481
3.375	0.969801
#3.45	0.684034
