Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	3.06419e-35
0.075	5.41492e-70
0.15	1.09087e-36
0.225	2.22504e-80
0.3	1.91855e-76
0.375	2.23787e-90
0.45	7.36297e-264
0.525	1.01711e-81
0.6	2.8365e-76
0.675	6.71062e-269
0.75	1.03023e-66
0.825	1.0386e-42
0.9	0.0388097
0.975	1.23037
1.05	2.94214
1.125	2.55668
1.2	1.71643
1.275	1.15763
1.35	0.863863
1.425	0.713776
1.5	0.644169
1.575	0.645892
1.65	0.695007
1.725	0.803847
1.8	0.946243
1.875	1.08471
1.95	1.19393
2.025	1.26636
2.1	1.27346
2.175	1.2094
2.25	1.10266
2.325	0.994287
2.4	0.915189
2.475	0.874493
2.55	0.870463
2.625	0.891965
2.7	0.941267
2.775	0.993155
2.85	1.04277
2.925	1.0751
3	1.08094
3.075	1.07351
3.15	1.04873
3.225	1.01807
3.3	0.990694
3.375	0.961152
#3.45	0.682437
