Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	6.00949e-45
0.075	3.68313e-36
0.15	2.46394e-41
0.225	1.02445e-70
0.3	3.39778e-37
0.375	2.2574e-90
0.45	8.97065e-264
0.525	3.61014e-96
0.6	1.35977e-66
0.675	2.93081e-76
0.75	2.50499e-76
0.825	1.17922e-42
0.9	0.0276597
0.975	1.2629
1.05	3.23751
1.125	2.76616
1.2	1.74715
1.275	1.13586
1.35	0.818971
1.425	0.666129
1.5	0.608959
1.575	0.618517
1.65	0.689369
1.725	0.822402
1.8	1.00318
1.875	1.16651
1.95	1.26051
2.025	1.31348
2.1	1.32422
2.175	1.24161
2.25	1.1093
2.325	0.979309
2.4	0.888798
2.475	0.847879
2.55	0.844988
2.625	0.887104
2.7	0.955438
2.775	1.02772
2.85	1.07861
2.925	1.10557
3	1.10684
3.075	1.08325
3.15	1.04903
3.225	1.01057
3.3	0.974461
#3.375	0.945368
#3.45	0.666046
