Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	8.64898e-74
0.075	4.38294e-36
0.15	1.77671e-41
0.225	8.28158e-37
0.3	6.21385e-71
0.375	2.27764e-37
0.45	6.4824e-81
0.525	6.93218e-77
0.6	9.3846e-91
0.675	3.64074e-264
0.75	5.19229e-82
0.825	6.50019e-38
0.9	0.05707
0.975	1.18367
1.05	2.53808
1.125	2.28315
1.2	1.6469
1.275	1.18534
1.35	0.907907
1.425	0.763073
1.5	0.700053
1.575	0.686783
1.65	0.714648
1.725	0.787107
1.8	0.88707
1.875	1.00012
1.95	1.10306
2.025	1.17917
2.1	1.20225
2.175	1.16882
2.25	1.09688
2.325	1.01505
2.4	0.952341
2.475	0.910481
2.55	0.897993
2.625	0.90341
2.7	0.937093
2.775	0.968189
2.85	1.00581
2.925	1.0359
3	1.0522
3.075	1.05477
3.15	1.04653
3.225	1.03004
3.3	1.00888
3.375	0.986278
#3.45	0.699257
