time-step	lambda
0	-0.999998
1	-0.99999
2	-0.999978
3	-0.999961
4	-0.999938
5	-0.999911
6	-0.999879
7	-0.999843
8	-0.999801
9	-0.999754
10	-0.999702
11	-0.999646
12	-0.999584
13	-0.999518
14	-0.999446
15	-0.99937
16	-0.999289
17	-0.999203
18	-0.999112
19	-0.999016
20	-0.998915
21	-0.99881
22	-0.998699
23	-0.998584
24	-0.998463
25	-0.998338
26	-0.998208
27	-0.998072
28	-0.997932
29	-0.997787
30	-0.997638
31	-0.997483
32	-0.997323
33	-0.997159
34	-0.99699
35	-0.996815
36	-0.996636
37	-0.996452
38	-0.996264
39	-0.99607
40	-0.995871
41	-0.995668
42	-0.99546
43	-0.995246
44	-0.995028
45	-0.994806
46	-0.994578
47	-0.994345
48	-0.994108
49	-0.993866
50	-0.993619
51	-0.993367
52	-0.993111
53	-0.992849
54	-0.992583
55	-0.992312
56	-0.992036
57	-0.991756
58	-0.99147
59	-0.99118
60	-0.990885
61	-0.990586
62	-0.990281
63	-0.989972
64	-0.989658
65	-0.98934
66	-0.989017
67	-0.988689
68	-0.988356
69	-0.988019
70	-0.987677
71	-0.98733
72	-0.986979
73	-0.986623
74	-0.986262
75	-0.985897
76	-0.985527
77	-0.985153
78	-0.984774
79	-0.98439
80	-0.984002
81	-0.98361
82	-0.983213
83	-0.982811
84	-0.982405
85	-0.981994
86	-0.981579
87	-0.98116
88	-0.980736
89	-0.980307
90	-0.979874
91	-0.979437
92	-0.978996
93	-0.97855
94	-0.9781
95	-0.977645
96	-0.977186
97	-0.976723
98	-0.976256
99	-0.975785
100	-0.975309
101	-0.974829
102	-0.974345
103	-0.973857
104	-0.973365
105	-0.972869
106	-0.972368
107	-0.971864
108	-0.971356
109	-0.970844
110	-0.970327
111	-0.969807
112	-0.969283
113	-0.968755
114	-0.968224
115	-0.967688
116	-0.967149
117	-0.966606
118	-0.96606
119	-0.96551
120	-0.964956
121	-0.964398
122	-0.963837
123	-0.963273
124	-0.962705
125	-0.962134
126	-0.961559
127	-0.960981
128	-0.960399
129	-0.959815
130	-0.959227
131	-0.958636
132	-0.958042
133	-0.957444
134	-0.956844
135	-0.956241
136	-0.955634
137	-0.955025
138	-0.954413
139	-0.953798
140	-0.95318
141	-0.95256
142	-0.951936
143	-0.951311
144	-0.950682
145	-0.950052
146	-0.949418
147	-0.948782
148	-0.948144
149	-0.947504
150	-0.946861
151	-0.946216
152	-0.945569
153	-0.94492
154	-0.944269
155	-0.943616
156	-0.942961
157	-0.942304
158	-0.941645
159	-0.940985
160	-0.940323
161	-0.939659
162	-0.938994
163	-0.938327
164	-0.937659
165	-0.936989
166	-0.936318
167	-0.935646
168	-0.934972
169	-0.934298
170	-0.933622
171	-0.932946
172	-0.932268
173	-0.93159
174	-0.93091
175	-0.93023
176	-0.92955
177	-0.928868
178	-0.928187
179	-0.927504
180	-0.926822
181	-0.926138
182	-0.925455
183	-0.924771
184	-0.924087
185	-0.923403
186	-0.922719
187	-0.922035
188	-0.921351
189	-0.920668
190	-0.919984
191	-0.919301
192	-0.918618
193	-0.917935
194	-0.917253
195	-0.916571
196	-0.91589
197	-0.915209
198	-0.91453
199	-0.91385
200	-0.913172
201	-0.912495
202	-0.911818
203	-0.911142
204	-0.910468
205	-0.909794
206	-0.909122
207	-0.908451
208	-0.907781
209	-0.907112
210	-0.906444
211	-0.905778
212	-0.905114
213	-0.90445
214	-0.903789
215	-0.903129
216	-0.90247
217	-0.901813
218	-0.901158
219	-0.900504
220	-0.899853
221	-0.899203
222	-0.898555
223	-0.897908
224	-0.897264
225	-0.896622
226	-0.895981
227	-0.895343
228	-0.894706
229	-0.894072
230	-0.89344
231	-0.89281
232	-0.892182
233	-0.891556
234	-0.890932
235	-0.890311
236	-0.889691
237	-0.889074
238	-0.88846
239	-0.887847
240	-0.887237
241	-0.886629
242	-0.886024
243	-0.885421
244	-0.88482
245	-0.884221
246	-0.883625
247	-0.883031
248	-0.88244
249	-0.881851
250	-0.881264
251	-0.88068
252	-0.880098
253	-0.879519
254	-0.878942
255	-0.878367
256	-0.877795
257	-0.877225
258	-0.876657
259	-0.876092
260	-0.875529
261	-0.874969
262	-0.87441
263	-0.873854
264	-0.873301
265	-0.87275
266	-0.872201
267	-0.871654
268	-0.87111
269	-0.870567
270	-0.870027
271	-0.86949
272	-0.868954
273	-0.868421
274	-0.867889
275	-0.86736
276	-0.866833
277	-0.866308
278	-0.865785
279	-0.865265
280	-0.864746
281	-0.864229
282	-0.863714
283	-0.863201
284	-0.86269
285	-0.862181
286	-0.861674
287	-0.861168
288	-0.860664
289	-0.860162
290	-0.859662
291	-0.859164
292	-0.858667
293	-0.858172
294	-0.857678
295	-0.857186
296	-0.856696
297	-0.856207
298	-0.85572
299	-0.855234
300	-0.85475
301	-0.854267
302	-0.853785
303	-0.853304
304	-0.852825
305	-0.852348
306	-0.851871
307	-0.851396
308	-0.850921
309	-0.850448
310	-0.849976
311	-0.849505
312	-0.849036
313	-0.848567
314	-0.848099
315	-0.847632
316	-0.847166
317	-0.846701
318	-0.846236
319	-0.845773
320	-0.84531
321	-0.844848
322	-0.844387
323	-0.843926
324	-0.843466
325	-0.843007
326	-0.842548
327	-0.84209
328	-0.841632
329	-0.841175
330	-0.840718
331	-0.840262
332	-0.839806
333	-0.83935
334	-0.838895
335	-0.83844
336	-0.837986
337	-0.837532
338	-0.837078
339	-0.836624
340	-0.83617
341	-0.835716
342	-0.835263
343	-0.83481
344	-0.834357
345	-0.833903
346	-0.83345
347	-0.832997
348	-0.832544
349	-0.832091
350	-0.831638
351	-0.831184
352	-0.830731
353	-0.830277
354	-0.829824
355	-0.82937
356	-0.828916
357	-0.828461
358	-0.828007
359	-0.827552
360	-0.827097
361	-0.826642
362	-0.826186
363	-0.82573
364	-0.825274
365	-0.824817
366	-0.82436
367	-0.823902
368	-0.823444
369	-0.822986
370	-0.822527
371	-0.822068
372	-0.821609
373	-0.821148
374	-0.820688
375	-0.820227
376	-0.819765
377	-0.819303
378	-0.81884
379	-0.818377
380	-0.817913
381	-0.817449
382	-0.816984
383	-0.816518
384	-0.816052
385	-0.815585
386	-0.815118
387	-0.81465
388	-0.814181
389	-0.813712
390	-0.813242
391	-0.812772
392	-0.812301
393	-0.811829
394	-0.811356
395	-0.810883
396	-0.81041
397	-0.809935
398	-0.80946
399	-0.808984
400	-0.808508
401	-0.80803
402	-0.807553
403	-0.807074
404	-0.806595
405	-0.806115
406	-0.805634
407	-0.805153
408	-0.804671
409	-0.804189
410	-0.803705
411	-0.803221
412	-0.802737
413	-0.802251
414	-0.801765
415	-0.801279
416	-0.800791
417	-0.800303
418	-0.799815
419	-0.799325
420	-0.798836
421	-0.798345
422	-0.797854
423	-0.797362
424	-0.796869
425	-0.796376
426	-0.795883
427	-0.795388
428	-0.794893
429	-0.794398
430	-0.793902
431	-0.793405
432	-0.792908
433	-0.79241
434	-0.791912
435	-0.791413
436	-0.790913
437	-0.790413
438	-0.789913
439	-0.789411
440	-0.78891
441	-0.788408
442	-0.787905
443	-0.787402
444	-0.786899
445	-0.786395
446	-0.78589
447	-0.785385
448	-0.78488
449	-0.784374
450	-0.783868
451	-0.783361
452	-0.782854
453	-0.782347
454	-0.781839
455	-0.781331
456	-0.780823
457	-0.780314
458	-0.779805
459	-0.779295
460	-0.778785
461	-0.778275
462	-0.777765
463	-0.777254
464	-0.776743
465	-0.776232
466	-0.775721
467	-0.775209
468	-0.774697
469	-0.774185
470	-0.773672
471	-0.77316
472	-0.772647
473	-0.772134
474	-0.771621
475	-0.771107
476	-0.770594
477	-0.77008
478	-0.769567
479	-0.769053
480	-0.768539
481	-0.768024
482	-0.76751
483	-0.766996
484	-0.766482
485	-0.765967
486	-0.765453
487	-0.764938
488	-0.764423
489	-0.763909
490	-0.763394
491	-0.762879
492	-0.762365
493	-0.76185
494	-0.761335
495	-0.760821
496	-0.760306
497	-0.759791
498	-0.759277
499	-0.758762
500	-0.758248
501	-0.757734
502	-0.757219
503	-0.756705
504	-0.756191
505	-0.755677
506	-0.755163
507	-0.754649
508	-0.754136
509	-0.753622
510	-0.753109
511	-0.752596
512	-0.752083
513	-0.75157
514	-0.751057
515	-0.750544
516	-0.750032
517	-0.74952
518	-0.749008
519	-0.748496
520	-0.747985
521	-0.747473
522	-0.746962
523	-0.746451
524	-0.745941
525	-0.74543
526	-0.74492
527	-0.744411
528	-0.743901
529	-0.743392
530	-0.742883
531	-0.742374
532	-0.741866
533	-0.741358
534	-0.74085
535	-0.740343
536	-0.739836
537	-0.739329
538	-0.738822
539	-0.738316
540	-0.737811
541	-0.737305
542	-0.7368
543	-0.736296
544	-0.735792
545	-0.735288
546	-0.734784
