Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	1.46332e-54
0.075	1.02048e-45
0.15	3.90928e-51
0.225	8.28158e-37
0.3	9.48158e-76
0.375	2.27765e-37
0.45	6.4824e-81
0.525	6.93114e-77
0.6	9.38464e-91
0.675	3.26106e-264
0.75	5.1955e-82
0.825	2.0896e-76
0.9	0.01317
0.975	1.32243
1.05	3.99593
1.125	3.18559
1.2	1.76647
1.275	1.02193
1.35	0.690395
1.425	0.554761
1.5	0.522733
1.575	0.563374
1.65	0.687564
1.725	0.904365
1.8	1.1776
1.875	1.37096
1.95	1.42292
2.025	1.41494
2.1	1.40689
2.175	1.29289
2.25	1.09775
2.325	0.916835
2.4	0.803886
2.475	0.766993
2.55	0.807932
2.625	0.906687
2.7	1.02549
2.775	1.1406
2.85	1.19913
2.925	1.19138
3	1.1403
3.075	1.07617
3.15	1.02095
#3.225	0.967369
#3.3	0.92441
#3.375	0.895473
#3.45	0.633801
