timestep            	T              	T_{ave}             	T_{var}           	K/N            	K_{ave}/N           	K_{var}           	U/N            	U_{ave}/N           	U_{var}           	E/N            	E_{ave}/N           	E_{var}           	P              	P_{ave}             	P_{var}
100001	0.454513	0.454513	0	0.679107	0.679107	0	-5.35058	-5.35058	0	-4.67147	-4.67147	0	-1.2148	-1.2148	0
100201	0.4613	0.459589	2.69497e-05	0.689247	0.686691	3.9429	-5.36057	-5.3581	3.97103	-4.67133	-4.67141	0.000121024	-1.23125	-1.24298	0.00080837
100401	0.492538	0.462741	8.41861e-05	0.735921	0.6914	12.3169	-5.40696	-5.36268	12.2632	-4.67103	-4.67128	0.00138686	-1.35849	-1.22614	0.00263065
100601	0.477999	0.468227	0.00015754	0.714197	0.699597	23.049	-5.3854	-5.37081	22.8187	-4.6712	-4.67121	0.00175685	-1.30051	-1.2658	0.00577974
100801	0.457185	0.468394	0.000158699	0.683098	0.699846	23.2187	-5.35509	-5.37113	23.017	-4.67199	-4.67129	0.00346446	-1.07295	-1.24166	0.00794903
101001	0.504486	0.471945	0.000237543	0.753772	0.705153	34.754	-5.42647	-5.37666	35.3421	-4.6727	-4.67151	0.0160194	-1.09049	-1.21025	0.0105226
101201	0.490996	0.476141	0.000294602	0.733617	0.711421	43.1021	-5.40674	-5.38316	44.5814	-4.67312	-4.67174	0.0315562	-0.957113	-1.1757	0.0149153
101401	0.522101	0.478515	0.000338062	0.780093	0.714969	49.4606	-5.4531	-5.38691	51.2729	-4.67301	-4.67194	0.0420819	-1.07301	-1.13996	0.0217758
101601	0.476994	0.479426	0.000320835	0.712696	0.71633	46.9402	-5.385	-5.38836	48.687	-4.67231	-4.67202	0.0406657	-0.970955	-1.11217	0.0248199
101801	0.487561	0.479294	0.000292157	0.728484	0.716133	42.7444	-5.40107	-5.3882	44.2877	-4.67259	-4.67206	0.0369851	-0.976454	-1.09733	0.0240711
102001	0.473467	0.479887	0.000280204	0.707427	0.717019	40.9956	-5.38034	-5.38915	42.4594	-4.67291	-4.67213	0.0364067	-0.778542	-1.07888	0.025265
102201	0.50879	0.481813	0.000311555	0.760204	0.719897	45.5824	-5.43337	-5.39212	47.2552	-4.67317	-4.67222	0.0378339	-0.805855	-1.05783	0.0275844
102401	0.527856	0.484887	0.000400182	0.788691	0.724489	58.5491	-5.46206	-5.3968	60.6984	-4.67337	-4.67231	0.0407952	-0.881299	-1.04114	0.028645
102601	0.523953	0.488184	0.000513115	0.782859	0.729416	75.072	-5.45609	-5.40181	77.6695	-4.67323	-4.67239	0.0425266	-0.9219	-1.03105	0.0281191
102801	0.492562	0.490038	0.000550743	0.735957	0.732185	80.5771	-5.40877	-5.40462	83.231	-4.67281	-4.67243	0.0412536	-0.863437	-1.023	0.0273906
103001	0.476701	0.490205	0.000531649	0.712258	0.732436	77.7835	-5.38465	-5.40488	80.2875	-4.67239	-4.67245	0.038703	-0.868863	-1.01561	0.026713
103201	0.507112	0.489714	0.000506548	0.757697	0.731702	74.1111	-5.42982	-5.40413	76.4747	-4.67212	-4.67243	0.036509	-1.17484	-1.01437	0.0254837
103401	0.507378	0.490124	0.000484697	0.758094	0.732314	70.9143	-5.43027	-5.40473	73.1128	-4.67217	-4.67241	0.0348264	-1.05618	-1.01776	0.0244688
103601	0.472926	0.490202	0.000465742	0.706619	0.732431	68.141	-5.37902	-5.40483	70.2142	-4.6724	-4.6724	0.0329922	-0.863727	-1.01402	0.0235629
103801	0.492238	0.48992	0.000445426	0.735473	0.732009	65.1686	-5.40886	-5.40443	67.1247	-4.67339	-4.67243	0.0321539	-0.717522	-1.0052	0.0239618
104001	0.513763	0.491538	0.000480993	0.767634	0.734427	70.3723	-5.44183	-5.40693	72.6958	-4.6742	-4.6725	0.0373561	-0.664249	-0.99352	0.025497
