Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	2.49652e-40
0.075	8.64903e-75
0.15	1.31357e-65
0.225	6.39889e-42
0.3	8.19732e-47
0.375	4.53754e-71
0.45	1.68892e-37
0.525	7.60464e-38
0.6	6.68598e-38
0.675	5.30614e-91
0.75	2.47535e-77
0.825	1.39622e-81
0.9	0.00241315
0.975	0.911787
1.05	4.82362
1.125	3.52912
1.2	0.779682
1.275	0.0697349
1.35	0.0314591
1.425	0.255076
1.5	0.848595
1.575	0.97445
1.65	0.374988
1.725	0.139796
1.8	0.949048
1.875	2.70523
1.95	2.29961
2.025	0.663964
2.1	0.416946
2.175	1.01675
2.25	0.875023
2.325	0.481308
2.4	1.07257
2.475	1.64792
2.55	0.94634
2.625	0.412994
2.7	0.493425
2.775	0.539073
2.85	1.3741
2.925	2.39707
3	1.53853
3.075	0.305996
