time-step	lambda
0	-0.999978
1	-0.999913
2	-0.999803
3	-0.999651
4	-0.999455
5	-0.999216
6	-0.998933
7	-0.998608
8	-0.998241
9	-0.997832
10	-0.997381
11	-0.996888
12	-0.996355
13	-0.995782
14	-0.995169
15	-0.994516
16	-0.993826
17	-0.993097
18	-0.992331
19	-0.991529
20	-0.990691
21	-0.989818
22	-0.988911
23	-0.987971
24	-0.986999
25	-0.985996
26	-0.984963
27	-0.983901
28	-0.98281
29	-0.981693
30	-0.98055
31	-0.979383
32	-0.978192
33	-0.976979
34	-0.975745
35	-0.974491
36	-0.973219
37	-0.97193
38	-0.970626
39	-0.969308
40	-0.967976
41	-0.966634
42	-0.965281
43	-0.96392
44	-0.962552
45	-0.961178
46	-0.959799
47	-0.958418
48	-0.957036
49	-0.955654
50	-0.954273
51	-0.952895
52	-0.951522
53	-0.950154
54	-0.948793
55	-0.94744
56	-0.946097
57	-0.944764
58	-0.943444
59	-0.942136
60	-0.940843
61	-0.939565
62	-0.938304
63	-0.937059
64	-0.935833
65	-0.934626
66	-0.933439
67	-0.932273
68	-0.931128
69	-0.930005
70	-0.928904
71	-0.927826
72	-0.926772
73	-0.925742
74	-0.924736
75	-0.923755
76	-0.922798
77	-0.921866
78	-0.920959
79	-0.920077
80	-0.91922
81	-0.918387
82	-0.91758
83	-0.916798
84	-0.91604
85	-0.915306
86	-0.914596
87	-0.91391
88	-0.913247
89	-0.912608
90	-0.911991
91	-0.911396
92	-0.910823
93	-0.910271
94	-0.90974
95	-0.90923
96	-0.908739
97	-0.908268
98	-0.907815
99	-0.907381
100	-0.906965
101	-0.906566
102	-0.906183
103	-0.905817
104	-0.905466
105	-0.905131
106	-0.90481
107	-0.904503
108	-0.90421
109	-0.90393
110	-0.903662
111	-0.903407
112	-0.903164
113	-0.902932
114	-0.902711
115	-0.9025
116	-0.902299
117	-0.902108
118	-0.901927
119	-0.901754
120	-0.90159
121	-0.901435
122	-0.901287
123	-0.901147
124	-0.901015
125	-0.90089
126	-0.900772
127	-0.900661
128	-0.900556
129	-0.900457
130	-0.900365
131	-0.900279
132	-0.900198
133	-0.900124
134	-0.900054
135	-0.89999
136	-0.899932
137	-0.899878
138	-0.89983
139	-0.899787
140	-0.899749
141	-0.899715
142	-0.899686
143	-0.899663
144	-0.899643
145	-0.899629
146	-0.899619
147	-0.899614
148	-0.899613
149	-0.899617
150	-0.899626
151	-0.899639
152	-0.899656
153	-0.899678
154	-0.899705
155	-0.899736
156	-0.899771
157	-0.899812
158	-0.899856
159	-0.899906
160	-0.899959
161	-0.900018
162	-0.90008
163	-0.900148
164	-0.90022
165	-0.900296
166	-0.900377
167	-0.900463
168	-0.900553
169	-0.900648
170	-0.900747
171	-0.900851
172	-0.900959
173	-0.901072
174	-0.901189
175	-0.901311
176	-0.901437
177	-0.901568
178	-0.901703
179	-0.901842
180	-0.901986
181	-0.902134
182	-0.902286
183	-0.902442
184	-0.902602
185	-0.902766
186	-0.902935
187	-0.903107
188	-0.903283
189	-0.903463
190	-0.903646
191	-0.903833
192	-0.904023
193	-0.904217
194	-0.904414
195	-0.904615
196	-0.904818
197	-0.905024
198	-0.905233
199	-0.905445
200	-0.905659
201	-0.905876
202	-0.906095
203	-0.906317
204	-0.90654
205	-0.906766
206	-0.906993
207	-0.907221
208	-0.907451
209	-0.907683
210	-0.907915
211	-0.908149
212	-0.908383
213	-0.908619
214	-0.908854
215	-0.90909
216	-0.909327
217	-0.909563
218	-0.909799
219	-0.910035
220	-0.91027
221	-0.910505
222	-0.910739
223	-0.910973
224	-0.911205
225	-0.911436
