timestep            	T              	T_{ave}             	T_{var}           	K/N            	K_{ave}/N           	K_{var}           	U/N            	U_{ave}/N           	U_{var}           	E/N            	E_{ave}/N           	E_{var}           	P              	P_{ave}             	P_{var}
100001	0.145865	0.145865	0	0.217942	0.217942	0	-7.73366	-7.73366	0	-7.51572	-7.51572	0	-2.3197	-2.3197	0
100201	0.146419	0.152246	1.69014e-05	0.218771	0.227477	2.47278	-7.7345	-7.74321	2.48218	-7.51573	-7.51573	1.05297e-05	-2.31827	-2.36233	0.000872724
100401	0.150511	0.151534	1.50983e-05	0.224885	0.226414	2.20897	-7.74062	-7.74214	2.21462	-7.51573	-7.51573	6.96607e-06	-2.3572	-2.35675	0.000755398
100601	0.15231	0.152017	1.16333e-05	0.227573	0.227134	1.70203	-7.7433	-7.74287	1.70713	-7.51573	-7.51573	6.84117e-06	-2.36669	-2.3625	0.000620283
100801	0.15475	0.152267	1.02367e-05	0.231218	0.227508	1.4977	-7.74697	-7.74324	1.50259	-7.51575	-7.51573	8.33325e-06	-2.38662	-2.36438	0.00056563
101001	0.152022	0.152293	8.27785e-06	0.227143	0.227547	1.2111	-7.74287	-7.74328	1.21511	-7.51573	-7.51573	7.1647e-06	-2.35726	-2.36411	0.000461267
101201	0.151275	0.152185	8.59126e-06	0.226026	0.227386	1.25696	-7.74176	-7.74312	1.26153	-7.51574	-7.51573	8.02817e-06	-2.34733	-2.36194	0.000489364
101401	0.157555	0.15217	8.87909e-06	0.23541	0.227364	1.29907	-7.75118	-7.7431	1.30413	-7.51577	-7.51574	1.08865e-05	-2.40553	-2.36183	0.000515177
101601	0.154158	0.152236	9.41116e-06	0.230334	0.227462	1.37691	-7.7461	-7.7432	1.38248	-7.51576	-7.51574	1.22823e-05	-2.3802	-2.36292	0.000542494
101801	0.151752	0.152401	8.6816e-06	0.226739	0.227708	1.27017	-7.74246	-7.74345	1.27543	-7.51572	-7.51574	1.33291e-05	-2.35747	-2.36458	0.000510739
102001	0.15459	0.15226	1.13773e-05	0.230979	0.227498	1.66457	-7.74672	-7.74324	1.67187	-7.51575	-7.51574	1.63365e-05	-2.38341	-2.36354	0.000674548
102201	0.151755	0.152298	1.17235e-05	0.226744	0.227555	1.71522	-7.74248	-7.74329	1.72241	-7.51574	-7.51574	1.52888e-05	-2.36005	-2.36385	0.000670126
102401	0.154764	0.152087	1.20473e-05	0.231239	0.227239	1.7626	-7.74697	-7.74297	1.77043	-7.51573	-7.51574	1.72033e-05	-2.38108	-2.3624	0.000690977
102601	0.160963	0.152254	1.22781e-05	0.240502	0.22749	1.79636	-7.75627	-7.74323	1.80448	-7.51577	-7.51574	1.99255e-05	-2.4319	-2.36368	0.000709762
102801	0.158196	0.152298	1.48013e-05	0.236367	0.227554	2.16552	-7.75214	-7.74329	2.17474	-7.51577	-7.51574	2.16018e-05	-2.41203	-2.36402	0.000862537
103001	0.164173	0.152267	1.66569e-05	0.245298	0.227508	2.437	-7.76107	-7.74325	2.44716	-7.51577	-7.51574	2.18921e-05	-2.45231	-2.36367	0.000978419
103201	0.151062	0.152244	1.75851e-05	0.225708	0.227474	2.5728	-7.74145	-7.74321	2.58287	-7.51574	-7.51574	2.10769e-05	-2.34979	-2.36346	0.0010227
103401	0.151595	0.152224	1.68141e-05	0.226505	0.227444	2.46001	-7.74225	-7.74318	2.4696	-7.51575	-7.51574	2.02262e-05	-2.37079	-2.36348	0.000979782
103601	0.156201	0.152313	1.6651e-05	0.233387	0.227577	2.43614	-7.74914	-7.74332	2.44563	-7.51576	-7.51574	1.97417e-05	-2.4006	-2.3643	0.00098071
103801	0.155695	0.152245	1.70915e-05	0.232631	0.227475	2.50059	-7.7484	-7.74322	2.51066	-7.51577	-7.51574	2.03602e-05	-2.39226	-2.36407	0.00100304
104001	0.148046	0.152254	1.77178e-05	0.221202	0.227488	2.59222	-7.73692	-7.74323	2.60288	-7.51572	-7.51574	2.15249e-05	-2.33054	-2.36412	0.00104012
104201	0.159897	0.15222	1.75605e-05	0.238909	0.227438	2.56921	-7.75468	-7.74318	2.57962	-7.51577	-7.51574	2.09515e-05	-2.41906	-2.36397	0.00102785
104401	0.149517	0.152317	1.81175e-05	0.2234	0.227582	2.6507	-7.73916	-7.74332	2.66148	-7.51576	-7.51574	2.33141e-05	-2.34259	-2.36468	0.00105285
104601	0.149521	0.152269	1.82947e-05	0.223406	0.227512	2.67663	-7.73916	-7.74325	2.68706	-7.51575	-7.51574	2.30231e-05	-2.34901	-2.36436	0.0010526
104801	0.141536	0.152323	1.86732e-05	0.211475	0.227593	2.73201	-7.7272	-7.74334	2.74293	-7.51572	-7.51574	2.38882e-05	-2.2795	-2.36463	0.00106887
105001	0.145997	0.152283	1.89616e-05	0.21814	0.227533	2.7742	-7.73389	-7.74328	2.78515	-7.51575	-7.51574	2.3457e-05	-2.3148	-2.36417	0.00108674
105201	0.149431	0.152317	1.97371e-05	0.223272	0.227583	2.88766	-7.73905	-7.74333	2.8993	-7.51577	-7.51575	2.75961e-05	-2.33712	-2.36439	0.00113066
105401	0.155319	0.152331	1.91994e-05	0.232068	0.227604	2.80899	-7.74787	-7.74335	2.82052	-7.5158	-7.51575	2.91631e-05	-2.39097	-2.36444	0.0011025
105601	0.151275	0.15239	1.92235e-05	0.226026	0.227691	2.81252	-7.7418	-7.74344	2.82433	-7.51577	-7.51575	3.38209e-05	-2.35624	-2.36477	0.00110047
105801	0.155211	0.152269	1.91372e-05	0.231908	0.227512	2.79989	-7.7477	-7.74326	2.81157	-7.51579	-7.51575	3.36193e-05	-2.38542	-2.36374	0.00110249
106001	0.151622	0.152333	1.91938e-05	0.226544	0.227607	2.80817	-7.74229	-7.74336	2.82055	-7.51575	-7.51575	3.71764e-05	-2.35574	-2.36403	0.00111094
106201	0.159896	0.152315	1.94378e-05	0.238906	0.22758	2.84387	-7.75471	-7.74333	2.85655	-7.5158	-7.51575	3.72059e-05	-2.42147	-2.36385	0.00112703
106401	0.15189	0.152227	2.06417e-05	0.226944	0.227448	3.02002	-7.74271	-7.7432	3.03367	-7.51577	-7.51575	3.83574e-05	-2.35263	-2.36314	0.00119283
106601	0.149953	0.152345	2.10741e-05	0.224052	0.227624	3.08327	-7.73983	-7.74338	3.09802	-7.51578	-7.51575	4.3443e-05	-2.34531	-2.36382	0.00120213
106801	0.156767	0.152324	2.07711e-05	0.234233	0.227593	3.03893	-7.75	-7.74334	3.05338	-7.51577	-7.51575	4.25071e-05	-2.38994	-2.36362	0.00118412
107001	0.147688	0.152303	2.03195e-05	0.220667	0.227562	2.97287	-7.7364	-7.74331	2.9871	-7.51573	-7.51575	4.19188e-05	-2.32105	-2.36336	0.00115913
107201	0.151944	0.152368	2.07991e-05	0.227025	0.227659	3.04304	-7.74278	-7.74341	3.05778	-7.51575	-7.51575	4.23232e-05	-2.3591	-2.36375	0.00118813
107401	0.160287	0.152312	2.21888e-05	0.239491	0.227576	3.24636	-7.75531	-7.74333	3.26223	-7.51582	-7.51575	4.3424e-05	-2.41637	-2.3633	0.00125829
107601	0.150419	0.152287	2.22859e-05	0.224747	0.227538	3.26056	-7.74048	-7.74329	3.27684	-7.51573	-7.51575	4.45919e-05	-2.34632	-2.36308	0.00125411
107801	0.166966	0.152416	2.39616e-05	0.249471	0.227732	3.50573	-7.76531	-7.74349	3.52509	-7.51584	-7.51575	5.52005e-05	-2.46692	-2.36393	0.00134221
108001	0.152269	0.152243	2.62807e-05	0.227511	0.227473	3.84503	-7.74327	-7.74323	3.8678	-7.51576	-7.51575	6.2938e-05	-2.364	-2.36272	0.00144855
108201	0.142822	0.152361	2.84529e-05	0.213396	0.227649	4.16283	-7.7291	-7.7434	4.18801	-7.5157	-7.51575	6.70082e-05	-2.2898	-2.36361	0.00157021
108401	0.147107	0.152337	2.81265e-05	0.219798	0.227613	4.11509	-7.73553	-7.74337	4.13998	-7.51573	-7.51575	6.67583e-05	-2.32244	-2.36338	0.00155425
108601	0.146585	0.152318	2.84032e-05	0.219019	0.227585	4.15557	-7.7347	-7.74334	4.1805	-7.51568	-7.51575	6.73448e-05	-2.32897	-2.36331	0.00156653
108801	0.153278	0.152315	2.79791e-05	0.229019	0.22758	4.09352	-7.74477	-7.74333	4.11789	-7.51575	-7.51575	6.8085e-05	-2.36753	-2.36328	0.00154432
109001	0.146721	0.152333	2.77598e-05	0.219222	0.227607	4.06143	-7.73491	-7.74336	4.08574	-7.51569	-7.51575	6.82376e-05	-2.32042	-2.36334	0.00153099
109201	0.154686	0.152339	2.74633e-05	0.231122	0.227615	4.01805	-7.74686	-7.74337	4.04204	-7.51573	-7.51575	6.86011e-05	-2.38801	-2.36348	0.00151632
109401	0.145604	0.152346	2.71995e-05	0.217552	0.227626	3.97946	-7.73326	-7.74338	4.00294	-7.5157	-7.51575	6.81956e-05	-2.31905	-2.36353	0.00150211
109601	0.148792	0.15235	2.78056e-05	0.222316	0.227633	4.06814	-7.73803	-7.74338	4.0916	-7.51571	-7.51575	6.79266e-05	-2.33562	-2.36365	0.00153851
109801	0.158006	0.152345	2.76544e-05	0.236083	0.227624	4.04601	-7.75181	-7.74337	4.06924	-7.51573	-7.51575	6.90378e-05	-2.41367	-2.36362	0.00153465
110001	0.152398	0.152365	2.76891e-05	0.227703	0.227654	4.05109	-7.74344	-7.7434	4.07406	-7.51574	-7.51575	6.83339e-05	-2.36566	-2.36385	0.00154042
110201	0.144514	0.152299	2.76277e-05	0.215924	0.227556	4.0421	-7.73163	-7.7433	4.06535	-7.5157	-7.51575	7.03203e-05	-2.31084	-2.36332	0.00153828
110401	0.155121	0.152346	2.7779e-05	0.231773	0.227626	4.06424	-7.74753	-7.74337	4.08738	-7.51575	-7.51575	6.94164e-05	-2.39194	-2.36375	0.00155167
110601	0.153651	0.152341	2.75277e-05	0.229577	0.227619	4.02747	-7.7453	-7.74337	4.05036	-7.51572	-7.51575	6.87805e-05	-2.38006	-2.36378	0.00154132
110801	0.155533	0.152347	2.70715e-05	0.232389	0.227629	3.96074	-7.74815	-7.74338	3.98328	-7.51577	-7.51575	6.78549e-05	-2.38287	-2.36385	0.00151556
111001	0.150362	0.152334	2.67363e-05	0.224662	0.227608	3.91168	-7.74038	-7.74335	3.93405	-7.51572	-7.51575	6.73931e-05	-2.34655	-2.36373	0.00149464
111201	0.164397	0.152378	2.6895e-05	0.245632	0.227674	3.9349	-7.76144	-7.74342	3.95774	-7.51581	-7.51575	6.89681e-05	-2.45773	-2.36403	0.00150202
111401	0.157984	0.152319	2.7943e-05	0.23605	0.227585	4.08824	-7.75183	-7.74333	4.1119	-7.51578	-7.51575	6.9509e-05	-2.40883	-2.36361	0.00156882
111601	0.147985	0.152374	2.84234e-05	0.221111	0.227668	4.15852	-7.73683	-7.74342	4.18284	-7.51572	-7.51575	7.05077e-05	-2.33651	-2.36402	0.00159516
111801	0.154648	0.152386	2.82947e-05	0.231065	0.227687	4.13969	-7.74682	-7.74343	4.16388	-7.51576	-7.51575	6.99063e-05	-2.37749	-2.36405	0.00158289
112001	0.161058	0.152337	2.81546e-05	0.240643	0.227613	4.1192	-7.75642	-7.74336	4.14321	-7.51578	-7.51575	6.90505e-05	-2.42407	-2.36373	0.00157162
112201	0.148048	0.15238	2.84344e-05	0.221205	0.227677	4.16013	-7.73692	-7.74342	4.1842	-7.51571	-7.51575	6.88123e-05	-2.33296	-2.36401	0.00158406
112401	0.148106	0.152403	2.94045e-05	0.221291	0.227712	4.30207	-7.73703	-7.74346	4.32658	-7.51574	-7.51575	6.86542e-05	-2.3273	-2.36415	0.00163188
112601	0.152858	0.152295	3.0261e-05	0.228392	0.22755	4.42737	-7.74412	-7.7433	4.45314	-7.51573	-7.51575	7.2553e-05	-2.3673	-2.36335	0.00168
112801	0.144551	0.152368	3.07226e-05	0.215979	0.227659	4.49491	-7.73169	-7.74341	4.52133	-7.51571	-7.51575	7.36001e-05	-2.31617	-2.36386	0.00169649
113001	0.162357	0.152358	3.08602e-05	0.242584	0.227644	4.51504	-7.7584	-7.74339	4.54189	-7.51582	-7.51575	7.46341e-05	-2.43657	-2.36376	0.00169675
113201	0.147583	0.15235	3.07518e-05	0.22051	0.227632	4.49918	-7.73621	-7.74338	4.5261	-7.5157	-7.51575	7.50406e-05	-2.32421	-2.36375	0.00169028
113401	0.142086	0.152397	3.24673e-05	0.212297	0.227703	4.75017	-7.72803	-7.74345	4.77835	-7.51573	-7.51575	7.63254e-05	-2.28727	-2.36407	0.00179647
113601	0.153798	0.152349	3.29713e-05	0.229796	0.22763	4.8239	-7.74557	-7.74338	4.85232	-7.51577	-7.51575	7.61022e-05	-2.36514	-2.36366	0.00182837
113801	0.152576	0.152318	3.28786e-05	0.22797	0.227584	4.81035	-7.74374	-7.74333	4.83847	-7.51577	-7.51575	7.52871e-05	-2.36737	-2.36343	0.00182255
114001	0.149692	0.152361	3.26899e-05	0.22366	0.227649	4.78274	-7.7394	-7.7434	4.81092	-7.51574	-7.51575	7.56824e-05	-2.35353	-2.36379	0.00181144
114201	0.155198	0.152394	3.32297e-05	0.231887	0.227698	4.86171	-7.74768	-7.74345	4.89049	-7.51579	-7.51575	7.73933e-05	-2.38201	-2.36404	0.00183818
114401	0.156247	0.152354	3.31472e-05	0.233454	0.227638	4.84964	-7.74918	-7.74339	4.87824	-7.51573	-7.51575	7.70035e-05	-2.3916	-2.3637	0.00183672
114601	0.159624	0.152347	3.31207e-05	0.238501	0.227628	4.84577	-7.7543	-7.74338	4.87425	-7.5158	-7.51575	7.66114e-05	-2.42126	-2.3636	0.00183904
