Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	7.62249e-262
0.075	6.10207e-95
0.15	1.89855e-46
0.225	2.69827e-268
0.3	2.39972e-37
0.375	2.38741e-66
0.45	3.39188e-76
0.525	9.67832e-62
0.6	2.67784e-76
0.675	1.84515e-47
0.75	1.50811e-47
0.825	5.40285e-38
0.9	2.74026e-38
0.975	0.000727399
1.05	5.90792
1.125	4.24287
1.2	0.00392855
1.275	8.30048e-265
1.35	4.16431e-97
1.425	0.00127863
1.5	0.840083
1.575	1.66169
1.65	0.0195815
1.725	1.27143e-43
1.8	0.0170309
1.875	4.08414
1.95	2.64494
2.025	0.00419301
2.1	0.00563098
2.175	1.4988
2.25	1.02366
2.325	0.00226023
2.4	0.401434
2.475	3.38041
2.55	0.259556
2.625	0.0297202
2.7	0.922982
2.775	0.171962
2.85	0.257641
2.925	4.82506
3	0.697108
#3.075	0.00602183
