Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	2.14493e-35
0.075	1.83598e-36
0.15	7.63611e-37
0.225	3.88639e-90
0.3	1.34398e-76
0.375	6.09122e-81
0.45	6.00198e-264
0.525	2.52709e-96
0.6	2.2119e-47
0.675	3.48241e-269
0.75	1.10079e-71
0.825	8.76326e-72
0.9	0.0037517
0.975	0.999624
1.05	4.73862
1.125	3.46594
1.2	0.824086
1.275	0.0846383
1.35	0.0385188
1.425	0.268955
1.5	0.838729
1.575	0.946566
1.65	0.38397
1.725	0.164742
1.8	0.987892
1.875	2.64799
1.95	2.25936
2.025	0.700676
2.1	0.443799
2.175	0.99429
2.25	0.866361
2.325	0.51509
2.4	1.0726
2.475	1.60179
2.55	0.952008
2.625	0.433423
2.7	0.491315
2.775	0.562407
2.85	1.38653
2.925	2.33673
3	1.53789
3.075	0.320398
