Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	5.00037e-45
0.075	3.86584e-65
0.15	1.12891e-36
0.225	3.47347e-37
0.3	2.37845e-37
0.375	1.58018e-90
0.45	6.45054e-77
0.525	3.27987e-81
0.6	4.17325e-264
0.675	1.57618e-96
0.75	1.93708e-52
0.825	2.5153e-269
0.9	7.5411e-05
0.975	0.535624
1.05	5.18638
1.125	3.83372
1.2	0.540235
1.275	0.0210321
1.35	0.0084459
1.425	0.176211
1.5	0.912515
1.575	1.10505
1.65	0.309095
1.725	0.0484573
1.8	0.716315
1.875	3.03308
1.95	2.49641
2.025	0.456675
2.1	0.281567
2.175	1.13461
2.25	0.942137
2.325	0.309008
2.4	1.03317
2.475	1.91894
2.55	0.883721
2.625	0.303184
2.7	0.548563
2.775	0.42381
2.85	1.24225
2.925	2.78467
3	1.51623
3.075	0.213586
