timestep            	T              	T_{ave}             	T_{var}           	K/N            	K_{ave}/N           	K_{var}           	U/N            	U_{ave}/N           	U_{var}           	E/N            	E_{ave}/N           	E_{var}           	P              	P_{ave}             	P_{var}
100001	0.340663	0.340663	0	0.508998	0.508998	0	-7.50125	-7.50125	0	-6.99225	-6.99225	0	-0.82004	-0.82004	0
100201	0.309867	0.331187	0.000174394	0.462985	0.49484	25.5149	-7.45503	-7.48702	25.6371	-6.99204	-6.99218	0.0003025	-0.613574	-0.736914	0.0081937
100401	0.345905	0.333945	0.000142272	0.51683	0.498961	20.8153	-7.50901	-7.49112	20.8902	-6.99218	-6.99216	0.000242575	-0.863912	-0.770569	0.00803802
100601	0.337637	0.333374	0.000208001	0.504477	0.498107	30.4319	-7.49666	-7.49026	30.5326	-6.99219	-6.99215	0.000211343	-0.801635	-0.765333	0.0121304
100801	0.340715	0.333813	0.000158	0.509076	0.498764	23.1164	-7.50126	-7.49092	23.1941	-6.99218	-6.99216	0.000169145	-0.793141	-0.771286	0.00926114
101001	0.334658	0.333091	0.000136797	0.500026	0.497684	20.0142	-7.49225	-7.48984	20.0781	-6.99223	-6.99216	0.000140275	-0.768158	-0.764296	0.00794315
101201	0.330756	0.334141	0.000160775	0.494195	0.499253	23.5225	-7.48641	-7.49143	23.6115	-6.99222	-6.99218	0.000224647	-0.739755	-0.769548	0.00876592
101401	0.33563	0.334893	0.000157237	0.501479	0.500377	23.0048	-7.49379	-7.49257	23.1111	-6.99231	-6.99219	0.000345503	-0.775789	-0.773857	0.0084457
101601	0.325832	0.334833	0.000151049	0.486839	0.500287	22.0994	-7.47903	-7.49249	22.2025	-6.99219	-6.9922	0.000347887	-0.688231	-0.772109	0.0081439
101801	0.328934	0.334439	0.000146624	0.491474	0.499698	21.4519	-7.48364	-7.4919	21.5522	-6.99217	-6.9922	0.00032767	-0.748184	-0.768332	0.00789869
102001	0.348947	0.33514	0.000146138	0.521376	0.500746	21.3808	-7.51365	-7.49295	21.4794	-6.99227	-6.9922	0.000310672	-0.900126	-0.774013	0.00800969
102201	0.329114	0.33468	0.000141177	0.491743	0.500059	20.6551	-7.48394	-7.49226	20.751	-6.9922	-6.9922	0.000292902	-0.722545	-0.770735	0.00778324
102401	0.333997	0.334593	0.000144838	0.499038	0.499929	21.1907	-7.49116	-7.49213	21.286	-6.99212	-6.9922	0.00028409	-0.786655	-0.770599	0.00779719
102601	0.341206	0.334698	0.000135437	0.50981	0.500086	19.8153	-7.50207	-7.49228	19.9044	-6.99226	-6.9922	0.000272557	-0.830467	-0.771612	0.00732939
102801	0.34445	0.334957	0.000128196	0.514656	0.500472	18.7559	-7.5069	-7.49267	18.8404	-6.99225	-6.9922	0.000261441	-0.832556	-0.77435	0.00696546
103001	0.339332	0.334678	0.000124872	0.50701	0.500057	18.2696	-7.4992	-7.49226	18.3509	-6.99219	-6.9922	0.000247586	-0.814534	-0.772021	0.00678924
103201	0.33872	0.334838	0.000120061	0.506095	0.500294	17.5656	-7.49834	-7.49249	17.643	-6.99225	-6.9922	0.00023385	-0.812075	-0.773957	0.00656898
103401	0.332066	0.334989	0.000114625	0.496154	0.50052	16.7703	-7.48839	-7.49272	16.8446	-6.99223	-6.9922	0.000227663	-0.754874	-0.774624	0.00627796
103601	0.31989	0.334808	0.000114873	0.477961	0.50025	16.8066	-7.47016	-7.49245	16.8776	-6.9922	-6.9922	0.000216891	-0.641074	-0.772478	0.00639503
103801	0.311673	0.334684	0.000128422	0.465683	0.500064	18.7889	-7.45781	-7.49227	18.8637	-6.99213	-6.9922	0.00021123	-0.615723	-0.771377	0.00703924
104001	0.337144	0.335016	0.000127857	0.50374	0.500561	18.7063	-7.49603	-7.49277	18.7843	-6.99229	-6.99221	0.000218466	-0.796354	-0.773903	0.00697865
104201	0.337491	0.334917	0.000123906	0.504259	0.500414	18.1282	-7.49645	-7.49262	18.2042	-6.99219	-6.99221	0.000215386	-0.800235	-0.773268	0.00676905
104401	0.331877	0.334892	0.000125179	0.495871	0.500375	18.3144	-7.48808	-7.49258	18.3894	-6.99221	-6.99221	0.000209005	-0.761073	-0.773262	0.00685165
104601	0.319475	0.334889	0.000126556	0.47734	0.500371	18.516	-7.4695	-7.49258	18.5906	-6.99216	-6.9922	0.00020433	-0.657393	-0.773713	0.00698406
104801	0.325609	0.335027	0.000124628	0.486505	0.500578	18.2339	-7.47868	-7.49278	18.3073	-6.99218	-6.99221	0.000197696	-0.725682	-0.775386	0.00692621
105001	0.319684	0.335042	0.000126051	0.477652	0.500601	18.442	-7.46978	-7.4928	18.5161	-6.99212	-6.9922	0.000195982	-0.676898	-0.775793	0.00693791
105201	0.342649	0.33483	0.000124868	0.511966	0.500282	18.2689	-7.50416	-7.49248	18.344	-6.99219	-6.9922	0.00020463	-0.837931	-0.774688	0.00684814
105401	0.352383	0.335206	0.000133068	0.52651	0.500844	19.4686	-7.51873	-7.49305	19.5453	-6.99222	-6.9922	0.000202425	-0.913671	-0.778233	0.00737514
105601	0.35702	0.335008	0.000137664	0.533437	0.500549	20.141	-7.52566	-7.49275	20.2204	-6.99222	-6.9922	0.000201626	-0.950321	-0.777381	0.00759749
