time-step	lambda
0	-0.999969
1	-0.999875
2	-0.999719
3	-0.999501
4	-0.999221
5	-0.99888
6	-0.998477
7	-0.998013
8	-0.997488
9	-0.996904
10	-0.99626
11	-0.995558
12	-0.994797
13	-0.99398
14	-0.993106
15	-0.992176
16	-0.991192
17	-0.990154
18	-0.989063
19	-0.987921
20	-0.986729
21	-0.985488
22	-0.9842
23	-0.982865
24	-0.981485
25	-0.980062
26	-0.978597
27	-0.977092
28	-0.975548
29	-0.973968
30	-0.972352
31	-0.970704
32	-0.969023
33	-0.967314
34	-0.965577
35	-0.963814
36	-0.962028
37	-0.96022
38	-0.958393
39	-0.956549
40	-0.954689
41	-0.952817
42	-0.950934
43	-0.949043
44	-0.947145
45	-0.945243
46	-0.943339
47	-0.941436
48	-0.939535
49	-0.937638
50	-0.935748
51	-0.933867
52	-0.931996
53	-0.930138
54	-0.928295
55	-0.926469
56	-0.92466
57	-0.922872
58	-0.921105
59	-0.919362
60	-0.917643
61	-0.915951
62	-0.914286
63	-0.912649
64	-0.911043
65	-0.909467
66	-0.907922
67	-0.90641
68	-0.904932
69	-0.903487
70	-0.902076
71	-0.9007
72	-0.899359
73	-0.898053
74	-0.896782
75	-0.895547
76	-0.894347
77	-0.893181
78	-0.892051
79	-0.890955
80	-0.889894
81	-0.888866
82	-0.887871
83	-0.886909
84	-0.885979
85	-0.885081
86	-0.884213
87	-0.883375
88	-0.882566
89	-0.881786
90	-0.881033
91	-0.880307
92	-0.879607
93	-0.878932
94	-0.878282
95	-0.877654
96	-0.877049
97	-0.876465
98	-0.875902
99	-0.875359
100	-0.874835
101	-0.874328
102	-0.873839
103	-0.873366
104	-0.872909
105	-0.872467
106	-0.872039
107	-0.871624
108	-0.871222
109	-0.870832
110	-0.870453
111	-0.870085
112	-0.869727
113	-0.869378
114	-0.869038
115	-0.868706
116	-0.868383
117	-0.868067
118	-0.867757
119	-0.867455
120	-0.867158
121	-0.866867
122	-0.866582
123	-0.866302
124	-0.866026
125	-0.865756
126	-0.865489
127	-0.865227
128	-0.864969
129	-0.864714
130	-0.864463
131	-0.864216
132	-0.863973
133	-0.863732
134	-0.863495
135	-0.863261
136	-0.863031
137	-0.862804
138	-0.86258
139	-0.862359
140	-0.862142
141	-0.861928
142	-0.861718
143	-0.861511
144	-0.861308
145	-0.861109
146	-0.860914
147	-0.860722
148	-0.860535
149	-0.860352
150	-0.860173
151	-0.859999
152	-0.85983
153	-0.859665
154	-0.859505
155	-0.85935
156	-0.8592
157	-0.859055
158	-0.858916
159	-0.858782
160	-0.858653
161	-0.858531
162	-0.858414
163	-0.858302
164	-0.858197
165	-0.858097
166	-0.858004
167	-0.857916
168	-0.857835
169	-0.857759
170	-0.85769
171	-0.857627
172	-0.85757
173	-0.857518
174	-0.857473
175	-0.857434
176	-0.857401
177	-0.857373
178	-0.857352
179	-0.857336
180	-0.857326
181	-0.857321
182	-0.857322
183	-0.857329
184	-0.85734
185	-0.857357
186	-0.857379
187	-0.857406
188	-0.857437
189	-0.857474
190	-0.857515
191	-0.85756
192	-0.85761
193	-0.857664
194	-0.857722
195	-0.857784
196	-0.857849
197	-0.857918
198	-0.857991
199	-0.858067
200	-0.858146
201	-0.858228
202	-0.858313
203	-0.858401
204	-0.858491
205	-0.858584
206	-0.858678
207	-0.858775
208	-0.858874
209	-0.858974
210	-0.859076
211	-0.85918
212	-0.859285
213	-0.85939
214	-0.859497
215	-0.859605
216	-0.859713
217	-0.859821
218	-0.85993
219	-0.860039
220	-0.860148
221	-0.860257
222	-0.860366
223	-0.860474
224	-0.860581
225	-0.860688
226	-0.860794
227	-0.860898
228	-0.861002
229	-0.861105
230	-0.861206
231	-0.861305
232	-0.861403
233	-0.8615
234	-0.861594
235	-0.861687
236	-0.861778
237	-0.861866
238	-0.861953
239	-0.862037
240	-0.86212
241	-0.8622
242	-0.862277
243	-0.862353
244	-0.862425
245	-0.862496
246	-0.862564
247	-0.862629
248	-0.862693
249	-0.862753
250	-0.862811
251	-0.862867
252	-0.86292
253	-0.862971
254	-0.863019
255	-0.863065
256	-0.863108
257	-0.86315
258	-0.863188
259	-0.863225
260	-0.863259
261	-0.863291
262	-0.86332
263	-0.863348
264	-0.863373
265	-0.863397
266	-0.863418
267	-0.863438
268	-0.863455
269	-0.863471
270	-0.863485
271	-0.863497
272	-0.863508
273	-0.863517
274	-0.863524
275	-0.86353
276	-0.863535
277	-0.863539
278	-0.863541
279	-0.863542
280	-0.863542
281	-0.863541
282	-0.863539
283	-0.863536
284	-0.863533
285	-0.863529
286	-0.863524
287	-0.863519
288	-0.863513
289	-0.863507
290	-0.863501
291	-0.863494
292	-0.863488
293	-0.863481
294	-0.863475
295	-0.863468
296	-0.863462
297	-0.863456
298	-0.86345
299	-0.863445
300	-0.86344
301	-0.863436
302	-0.863432
303	-0.863429
304	-0.863426
305	-0.863424
306	-0.863423
307	-0.863423
308	-0.863424
309	-0.863425
310	-0.863428
311	-0.863431
312	-0.863436
313	-0.863442
314	-0.863448
315	-0.863456
316	-0.863464
317	-0.863474
318	-0.863485
319	-0.863497
320	-0.86351
321	-0.863524
322	-0.863539
323	-0.863556
324	-0.863573
325	-0.863592
326	-0.863611
327	-0.863632
328	-0.863653
329	-0.863676
330	-0.863699
331	-0.863723
332	-0.863748
333	-0.863775
334	-0.863801
335	-0.863829
336	-0.863857
337	-0.863887
338	-0.863916
339	-0.863947
340	-0.863978
341	-0.864009
342	-0.864042
343	-0.864074
344	-0.864107
345	-0.864141
346	-0.864175
347	-0.864209
348	-0.864244
349	-0.864279
350	-0.864314
351	-0.86435
352	-0.864386
353	-0.864422
354	-0.864458
355	-0.864495
356	-0.864532
357	-0.864569
358	-0.864606
359	-0.864643
360	-0.864681
361	-0.864719
362	-0.864757
363	-0.864795
364	-0.864834
365	-0.864873
366	-0.864912
367	-0.864951
368	-0.864991
369	-0.865031
370	-0.865071
371	-0.865112
372	-0.865153
373	-0.865195
374	-0.865237
375	-0.865279
376	-0.865322
377	-0.865365
378	-0.865409
379	-0.865454
380	-0.865498
381	-0.865544
382	-0.86559
383	-0.865636
384	-0.865684
385	-0.865732
386	-0.86578
387	-0.865829
388	-0.865879
389	-0.86593
390	-0.865981
391	-0.866033
392	-0.866086
393	-0.866139
394	-0.866194
395	-0.866249
396	-0.866305
397	-0.866362
398	-0.86642
399	-0.866478
400	-0.866538
401	-0.866599
402	-0.866661
403	-0.866723
404	-0.866787
405	-0.866852
406	-0.866918
407	-0.866985
408	-0.867053
409	-0.867123
410	-0.867193
411	-0.867265
412	-0.867338
413	-0.867412
414	-0.867488
415	-0.867564
416	-0.867642
417	-0.867722
418	-0.867802
419	-0.867884
420	-0.867967
421	-0.868051
422	-0.868136
423	-0.868223
424	-0.86831
425	-0.868399
426	-0.868489
427	-0.86858
428	-0.868672
429	-0.868765
430	-0.868859
431	-0.868954
432	-0.86905
433	-0.869147
434	-0.869245
435	-0.869344
436	-0.869443
437	-0.869543
438	-0.869643
439	-0.869745
440	-0.869847
441	-0.869949
442	-0.870052
443	-0.870156
444	-0.87026
445	-0.870364
446	-0.870469
447	-0.870574
448	-0.87068
449	-0.870785
450	-0.870892
451	-0.870998
452	-0.871105
453	-0.871212
454	-0.871319
455	-0.871427
456	-0.871535
457	-0.871643
458	-0.871752
459	-0.871861
460	-0.871971
461	-0.872081
462	-0.872191
463	-0.872302
464	-0.872414
465	-0.872526
466	-0.872639
467	-0.872752
468	-0.872867
469	-0.872982
470	-0.873099
471	-0.873216
472	-0.873335
473	-0.873455
474	-0.873577
475	-0.873699
476	-0.873824
477	-0.87395
478	-0.874078
479	-0.874207
480	-0.874339
481	-0.874473
482	-0.874609
483	-0.874747
484	-0.874888
485	-0.875031
486	-0.875177
487	-0.875326
488	-0.875478
489	-0.875632
490	-0.875789
491	-0.87595
492	-0.876113
493	-0.87628
494	-0.87645
495	-0.876624
496	-0.876801
497	-0.876981
498	-0.877164
499	-0.877351
500	-0.877542
501	-0.877735
502	-0.877933
503	-0.878133
504	-0.878337
505	-0.878544
506	-0.878755
507	-0.878968
508	-0.879185
509	-0.879405
510	-0.879627
511	-0.879852
512	-0.88008
513	-0.88031
514	-0.880543
515	-0.880778
516	-0.881015
517	-0.881254
518	-0.881494
519	-0.881736
520	-0.88198
521	-0.882224
522	-0.88247
523	-0.882716
524	-0.882963
525	-0.883211
526	-0.883459
527	-0.883706
528	-0.883954
529	-0.884202
530	-0.884449
531	-0.884695
532	-0.884941
533	-0.885185
534	-0.885429
535	-0.885671
536	-0.885912
537	-0.886151
538	-0.886389
539	-0.886625
540	-0.886859
541	-0.887091
542	-0.88732
543	-0.887548
544	-0.887773
545	-0.887996
546	-0.888217
547	-0.888435
548	-0.88865
549	-0.888863
550	-0.889073
551	-0.889281
552	-0.889485
553	-0.889688
554	-0.889887
555	-0.890084
