Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	0
0.075	0
0.15	0
0.225	0
0.3	0
0.375	0
0.45	0
0.525	0
0.6	0
0.675	0
0.75	0
0.825	0.000244991
0.9	0.241108
0.975	2.19311
1.05	3.43209
1.125	2.45935
1.2	1.21615
1.275	0.495649
1.35	0.303131
1.425	0.4132
1.5	0.598559
1.575	0.639661
1.65	0.560931
1.725	0.726085
1.8	1.30625
1.875	1.78353
1.95	1.63124
2.025	1.14649
2.1	0.87795
2.175	0.831545
2.25	0.809803
2.325	0.855785
2.4	1.00808
2.475	1.07717
2.55	0.918205
2.625	0.710814
2.7	0.683075
2.775	0.935037
2.85	1.34564
2.925	1.54218
3	1.30974
3.075	0.477939
