timestep            	T              	T_{ave}             	T_{var}           	K/N            	K_{ave}/N           	K_{var}           	U/N            	U_{ave}/N           	U_{var}           	E/N            	E_{ave}/N           	E_{var}           	P              	P_{ave}             	P_{var}
100001	0.367089	0.367089	0	0.548482	0.548482	0	-7.46592	-7.46592	0	-6.91744	-6.91744	0	-0.587018	-0.587018	0
100201	0.371759	0.356305	5.67353e-05	0.55546	0.532369	8.30073	-7.47295	-7.44978	8.34888	-6.91749	-6.91741	0.000106566	-0.641436	-0.528634	0.00313714
100401	0.356557	0.359602	0.000152676	0.532746	0.537296	22.3374	-7.45022	-7.45475	22.4107	-6.91747	-6.91745	0.000189289	-0.528861	-0.546449	0.00852861
100601	0.350211	0.362641	0.00013525	0.523265	0.541837	19.7879	-7.44072	-7.4593	19.8532	-6.91746	-6.91746	0.000144813	-0.468335	-0.564725	0.00718012
100801	0.358193	0.361791	0.00021742	0.53519	0.540566	31.8099	-7.45262	-7.45802	31.885	-6.91743	-6.91745	0.000132865	-0.53128	-0.556852	0.0113593
101001	0.355857	0.361003	0.000205717	0.531701	0.539389	30.0977	-7.44913	-7.45684	30.1704	-6.91743	-6.91745	0.000118069	-0.494382	-0.550247	0.0107651
101201	0.365076	0.360959	0.000178765	0.545474	0.539323	26.1544	-7.46294	-7.45677	26.214	-6.91747	-6.91745	0.000105646	-0.596121	-0.548902	0.00938995
101401	0.353267	0.361294	0.00016617	0.527831	0.539825	24.3117	-7.44532	-7.45728	24.365	-6.91749	-6.91746	0.000102623	-0.47778	-0.550692	0.00877136
101601	0.346845	0.361385	0.000172931	0.518235	0.539961	25.3008	-7.43561	-7.45742	25.3689	-6.91737	-6.91746	0.000131735	-0.457438	-0.55133	0.00893711
101801	0.332883	0.361143	0.000176677	0.497374	0.539598	25.8489	-7.41473	-7.45705	25.9178	-6.91735	-6.91745	0.00014841	-0.344054	-0.550159	0.00913807
102001	0.374069	0.361386	0.000188178	0.558912	0.539961	27.5317	-7.4765	-7.45742	27.6234	-6.91759	-6.91745	0.000202661	-0.637161	-0.551108	0.00968758
102201	0.350566	0.361727	0.000179563	0.523796	0.540471	26.2712	-7.44119	-7.45793	26.3652	-6.91739	-6.91746	0.00021692	-0.473073	-0.55372	0.00920414
102401	0.368557	0.361118	0.000173816	0.550676	0.53956	25.4304	-7.46817	-7.45702	25.5206	-6.91749	-6.91746	0.000209638	-0.594471	-0.54912	0.00892062
102601	0.360231	0.361123	0.000189497	0.538236	0.539568	27.7246	-7.45566	-7.45702	27.8216	-6.91742	-6.91745	0.000206993	-0.555976	-0.549575	0.00949533
102801	0.354196	0.361607	0.000186314	0.529219	0.540291	27.259	-7.44663	-7.45775	27.3517	-6.91741	-6.91746	0.000195493	-0.494708	-0.552748	0.00944895
103001	0.36053	0.361545	0.000178557	0.538683	0.540199	26.124	-7.45611	-7.45765	26.2112	-6.91743	-6.91745	0.000185124	-0.515002	-0.551683	0.00901188
103201	0.334877	0.361345	0.00019106	0.500353	0.5399	27.9533	-7.41766	-7.45735	28.0458	-6.91731	-6.91745	0.000200463	-0.351301	-0.55071	0.00990905
103401	0.364144	0.361404	0.000191	0.544082	0.539989	27.9445	-7.46151	-7.45744	28.0369	-6.91743	-6.91745	0.000200459	-0.567983	-0.55057	0.00994712
103601	0.387047	0.361436	0.000193596	0.578303	0.540036	28.3243	-7.49576	-7.45748	28.4146	-6.91746	-6.91745	0.000191673	-0.740691	-0.551127	0.0101459
103801	0.341698	0.361074	0.000204585	0.510546	0.539495	29.932	-7.42794	-7.45694	30.0304	-6.9174	-6.91744	0.00020849	-0.40878	-0.549019	0.0106233
104001	0.355082	0.361616	0.00021068	0.530543	0.540305	30.8238	-7.44797	-7.45775	30.9319	-6.91743	-6.91745	0.000222985	-0.522049	-0.55261	0.0108199
104201	0.341715	0.361481	0.000202637	0.51057	0.540104	29.647	-7.42786	-7.45755	29.7533	-6.91729	-6.91744	0.000238506	-0.391778	-0.551684	0.0104302
104401	0.351764	0.361085	0.00019836	0.525585	0.539512	29.0213	-7.44297	-7.45695	29.1325	-6.91738	-6.91744	0.000276689	-0.48088	-0.548819	0.0102768
104601	0.368975	0.361438	0.000196824	0.5513	0.540039	28.7966	-7.46875	-7.45748	28.9062	-6.91745	-6.91744	0.000267425	-0.60871	-0.551374	0.0101894
104801	0.360291	0.361277	0.000196632	0.538325	0.539799	28.7684	-7.45574	-7.45723	28.8776	-6.91741	-6.91744	0.000262537	-0.546886	-0.549829	0.0102132
105001	0.361531	0.361252	0.000188893	0.540178	0.539761	27.6362	-7.45764	-7.4572	27.741	-6.91746	-6.91744	0.000253239	-0.549972	-0.549819	0.00982055
105201	0.359869	0.361491	0.000185096	0.537695	0.540119	27.0807	-7.45517	-7.45756	27.1857	-6.91748	-6.91744	0.000257882	-0.552929	-0.55181	0.00970408
105401	0.372397	0.361597	0.000179929	0.556413	0.540277	26.3248	-7.4738	-7.45772	26.4252	-6.91739	-6.91744	0.000249638	-0.650037	-0.552566	0.00944494
105601	0.366994	0.361246	0.000183468	0.548341	0.539753	26.8425	-7.46572	-7.45719	26.9497	-6.91738	-6.91743	0.000273145	-0.591299	-0.550383	0.00961113
105801	0.331197	0.361211	0.000191578	0.494855	0.539701	28.0291	-7.41224	-7.45714	28.138	-6.91739	-6.91743	0.000268025	-0.309483	-0.549869	0.0101269
106001	0.362042	0.361409	0.000193951	0.540942	0.539996	28.3763	-7.45834	-7.45743	28.4841	-6.9174	-6.91743	0.000261173	-0.562738	-0.551328	0.0102468
106201	0.349788	0.361336	0.000188755	0.522633	0.539886	27.616	-7.44001	-7.45732	27.7214	-6.91738	-6.91743	0.000261338	-0.456752	-0.550934	0.009969
106401	0.364658	0.361421	0.000185241	0.544851	0.540014	27.1019	-7.46229	-7.45745	27.2044	-6.91744	-6.91743	0.000254139	-0.550416	-0.550975	0.00978963
106601	0.377443	0.36137	0.000181107	0.563953	0.539937	26.4971	-7.48138	-7.45737	26.5973	-6.91742	-6.91743	0.000249679	-0.657951	-0.550413	0.00957001
106801	0.344541	0.361304	0.000178276	0.514792	0.539839	26.0829	-7.43207	-7.45727	26.1835	-6.91728	-6.91743	0.000257617	-0.402375	-0.549819	0.00943375
107001	0.394004	0.361227	0.000176957	0.588697	0.539723	25.8899	-7.50621	-7.45715	25.9922	-6.91751	-6.91743	0.000266874	-0.795382	-0.549153	0.00940771
107201	0.353531	0.361404	0.00018067	0.528224	0.539988	26.4331	-7.44558	-7.45742	26.5381	-6.91735	-6.91743	0.00026698	-0.494807	-0.550585	0.00960159
107401	0.355771	0.36143	0.00017698	0.531572	0.540027	25.8933	-7.44887	-7.45745	25.9954	-6.9173	-6.91743	0.000267575	-0.52167	-0.551168	0.00943625
