Distance(r)           	(g[r])	(gCs[r])           	(gK[r])           	(gCsK[k])
0	1.45086e-35
0.075	2.05423e-89
0.15	4.31362e-76
0.225	1.49811e-80
0.3	1.34418e-76
0.375	6.0912e-81
0.45	6.56909e-264
0.525	2.52866e-96
0.6	1.09983e-66
0.675	4.29111e-269
0.75	2.122e-52
0.825	3.06734e-269
0.9	0.104501
0.975	1.89017
1.05	3.83311
1.125	2.75366
1.2	1.14955
1.275	0.352927
1.35	0.19516
1.425	0.381722
1.5	0.667149
1.575	0.711104
1.65	0.498443
1.725	0.548553
1.8	1.26657
1.875	2.02446
1.95	1.79857
2.025	1.05232
2.1	0.761514
2.175	0.831681
2.25	0.803153
2.325	0.798795
2.4	1.04572
2.475	1.19472
2.55	0.946697
2.625	0.637637
2.7	0.575861
2.775	0.839314
2.85	1.40095
2.925	1.73958
3	1.39538
3.075	0.446421
