time-step	lambda
0	-0.999977
1	-0.999906
2	-0.999789
3	-0.999626
4	-0.999416
5	-0.99916
6	-0.998857
7	-0.998509
8	-0.998116
9	-0.997677
10	-0.997194
11	-0.996666
12	-0.996095
13	-0.995481
14	-0.994824
15	-0.994125
16	-0.993385
17	-0.992604
18	-0.991783
19	-0.990924
20	-0.990026
21	-0.989091
22	-0.988119
23	-0.987112
24	-0.986071
25	-0.984996
26	-0.983889
27	-0.982751
28	-0.981583
29	-0.980386
30	-0.979161
31	-0.977911
32	-0.976635
33	-0.975335
34	-0.974013
35	-0.97267
36	-0.971308
37	-0.969927
38	-0.96853
39	-0.967118
40	-0.965692
41	-0.964254
42	-0.962805
43	-0.961347
44	-0.959882
45	-0.958411
46	-0.956935
47	-0.955457
48	-0.953977
49	-0.952497
50	-0.951019
51	-0.949545
52	-0.948075
53	-0.946611
54	-0.945155
55	-0.943708
56	-0.942272
57	-0.940847
58	-0.939435
59	-0.938037
60	-0.936655
61	-0.935289
62	-0.933942
63	-0.932612
64	-0.931303
65	-0.930014
66	-0.928747
67	-0.927502
68	-0.92628
69	-0.925082
70	-0.923909
71	-0.92276
72	-0.921637
73	-0.920539
74	-0.919468
75	-0.918423
76	-0.917405
77	-0.916414
78	-0.91545
79	-0.914513
80	-0.913603
81	-0.91272
82	-0.911864
83	-0.911035
84	-0.910233
85	-0.909457
86	-0.908707
87	-0.907983
88	-0.907285
89	-0.906612
90	-0.905963
91	-0.905339
92	-0.904739
93	-0.904162
94	-0.903609
95	-0.903077
96	-0.902568
97	-0.90208
98	-0.901612
99	-0.901165
100	-0.900738
101	-0.90033
102	-0.89994
103	-0.899568
104	-0.899214
105	-0.898876
106	-0.898555
107	-0.898249
108	-0.897959
109	-0.897683
110	-0.897421
111	-0.897173
112	-0.896938
113	-0.896715
114	-0.896504
115	-0.896304
116	-0.896116
117	-0.895938
118	-0.89577
119	-0.895612
120	-0.895463
121	-0.895323
122	-0.895191
123	-0.895067
124	-0.894951
125	-0.894842
126	-0.89474
127	-0.894644
128	-0.894555
129	-0.894472
130	-0.894394
131	-0.894322
