timestep            	T              	T_{ave}             	T_{var}           	K/N            	K_{ave}/N           	K_{var}           	U/N            	U_{ave}/N           	U_{var}           	E/N            	E_{ave}/N           	E_{var}           	P              	P_{ave}             	P_{var}
100001	0.301313	0.301313	0	0.450204	0.450204	0	-7.51711	-7.51711	0	-7.0669	-7.0669	0	-0.950841	-0.950841	0
100201	0.31051	0.301443	6.70126e-05	0.463945	0.450398	9.80436	-7.53086	-7.51727	9.8221	-7.06691	-7.06687	2.04503e-05	-1.00407	-0.952796	0.00275633
100401	0.324274	0.305591	6.62367e-05	0.484511	0.456595	9.69084	-7.55154	-7.52352	9.75889	-7.06703	-7.06692	0.000238326	-1.12362	-0.977791	0.00296083
100601	0.294303	0.305032	7.05144e-05	0.43973	0.45576	10.3167	-7.50664	-7.52269	10.3884	-7.06691	-7.06693	0.000209394	-0.911166	-0.974471	0.00372262
100801	0.278536	0.307266	0.000140186	0.416172	0.459099	20.5101	-7.48312	-7.52605	20.6249	-7.06694	-7.06695	0.000274942	-0.767842	-0.99093	0.00759003
101001	0.318058	0.307769	0.000163165	0.475223	0.459851	23.8721	-7.54229	-7.52682	24	-7.06707	-7.06697	0.000363177	-1.05343	-0.993065	0.00898757
101201	0.308558	0.307415	0.000158087	0.461029	0.459321	23.1291	-7.52803	-7.52629	23.2436	-7.067	-7.06697	0.000322299	-0.999949	-0.989368	0.00864543
101401	0.316513	0.308161	0.000145507	0.472914	0.460435	21.2887	-7.53991	-7.52742	21.3973	-7.067	-7.06698	0.000304123	-1.04742	-0.994493	0.0079041
101601	0.293984	0.308176	0.000142751	0.439253	0.460458	20.8854	-7.50627	-7.52744	20.9844	-7.06702	-7.06698	0.000275211	-0.883875	-0.993561	0.00769534
101801	0.31991	0.308474	0.000138992	0.47799	0.460904	20.3354	-7.54498	-7.52789	20.4287	-7.06699	-7.06699	0.000257376	-1.07731	-0.996003	0.0075176
102001	0.291556	0.307924	0.000137752	0.435625	0.460082	20.154	-7.50248	-7.52706	20.2532	-7.06685	-7.06698	0.000284143	-0.864363	-0.991037	0.00752112
102201	0.312484	0.308494	0.000133926	0.466895	0.460933	19.5942	-7.53393	-7.52792	19.694	-7.06703	-7.06698	0.000282392	-1.02324	-0.995482	0.00739275
